Gene,Motif Assignment Number
ENSG00000013374,2
ENSG00000015153,2
ENSG00000019144,2
ENSG00000021826,2
ENSG00000023892,2
ENSG00000023902,2
ENSG00000024862,2
ENSG00000028116,2
ENSG00000034152,2
ENSG00000035115,2
ENSG00000037749,2
ENSG00000038002,2
ENSG00000038532,2
ENSG00000039319,2
ENSG00000044459,2
ENSG00000048342,2
ENSG00000048392,2
ENSG00000050820,2
ENSG00000051382,2
ENSG00000052802,2
ENSG00000053254,2
ENSG00000053770,2
ENSG00000054967,2
ENSG00000055163,2
ENSG00000056736,2
ENSG00000057935,2
ENSG00000058453,2
ENSG00000058673,2
ENSG00000059804,2
ENSG00000061337,2
ENSG00000064042,2
ENSG00000064999,2
ENSG00000065357,2
ENSG00000065526,2
ENSG00000065882,2
ENSG00000066027,2
ENSG00000066422,2
ENSG00000066427,2
ENSG00000066468,2
ENSG00000066777,2
ENSG00000067057,2
ENSG00000067191,2
ENSG00000067829,2
ENSG00000067955,2
ENSG00000068793,2
ENSG00000068831,2
ENSG00000068885,2
ENSG00000069399,2
ENSG00000069482,2
ENSG00000069966,2
ENSG00000069974,2
ENSG00000069998,2
ENSG00000070087,2
ENSG00000070214,2
ENSG00000070423,2
ENSG00000070476,2
ENSG00000070610,2
ENSG00000070759,2
ENSG00000070770,2
ENSG00000071051,2
ENSG00000071889,2
ENSG00000072134,2
ENSG00000072501,2
ENSG00000072803,2
ENSG00000072818,2
ENSG00000072954,2
ENSG00000073008,2
ENSG00000073009,2
ENSG00000073060,2
ENSG00000074621,2
ENSG00000074964,2
ENSG00000075142,2
ENSG00000075223,2
ENSG00000076555,2
ENSG00000076662,2
ENSG00000076770,2
ENSG00000076864,2
ENSG00000077009,2
ENSG00000077238,2
ENSG00000077684,2
ENSG00000077782,2
ENSG00000078053,2
ENSG00000078142,2
ENSG00000078725,2
ENSG00000078747,2
ENSG00000078902,2
ENSG00000079313,2
ENSG00000079335,2
ENSG00000079435,2
ENSG00000079691,2
ENSG00000080298,2
ENSG00000080561,2
ENSG00000080822,2
ENSG00000081177,2
ENSG00000081181,2
ENSG00000081791,2
ENSG00000082438,2
ENSG00000083168,2
ENSG00000083750,2
ENSG00000083799,2
ENSG00000085365,2
ENSG00000087245,2
ENSG00000088836,2
ENSG00000088882,2
ENSG00000088970,2
ENSG00000089091,2
ENSG00000089094,2
ENSG00000089327,2
ENSG00000089902,2
ENSG00000090487,2
ENSG00000090674,2
ENSG00000090975,2
ENSG00000091073,2
ENSG00000091129,2
ENSG00000091164,2
ENSG00000092621,2
ENSG00000094841,2
ENSG00000095015,2
ENSG00000095059,2
ENSG00000095380,2
ENSG00000095383,2
ENSG00000095564,2
ENSG00000096717,2
ENSG00000099139,2
ENSG00000099219,2
ENSG00000099864,2
ENSG00000100056,2
ENSG00000100151,2
ENSG00000100167,2
ENSG00000100221,2
ENSG00000100226,2
ENSG00000100246,2
ENSG00000100280,2
ENSG00000100292,2
ENSG00000100324,2
ENSG00000100335,2
ENSG00000100379,2
ENSG00000100380,2
ENSG00000100412,2
ENSG00000100422,2
ENSG00000100485,2
ENSG00000100504,2
ENSG00000100603,2
ENSG00000100605,2
ENSG00000100647,2
ENSG00000100744,2
ENSG00000100767,2
ENSG00000100802,2
ENSG00000101017,2
ENSG00000101191,2
ENSG00000101193,2
ENSG00000101421,2
ENSG00000101596,2
ENSG00000102081,2
ENSG00000102096,2
ENSG00000102100,2
ENSG00000102218,2
ENSG00000102287,2
ENSG00000102471,2
ENSG00000102543,2
ENSG00000102580,2
ENSG00000102606,2
ENSG00000102755,2
ENSG00000102890,2
ENSG00000102910,2
ENSG00000102935,2
ENSG00000102984,2
ENSG00000103024,2
ENSG00000103121,2
ENSG00000103319,2
ENSG00000103479,2
ENSG00000103528,2
ENSG00000103540,2
ENSG00000103653,2
ENSG00000103855,2
ENSG00000104164,2
ENSG00000104218,2
ENSG00000104221,2
ENSG00000104313,2
ENSG00000104327,2
ENSG00000104381,2
ENSG00000104413,2
ENSG00000104497,2
ENSG00000104517,2
ENSG00000104812,2
ENSG00000105048,2
ENSG00000105255,2
ENSG00000105329,2
ENSG00000105357,2
ENSG00000105518,2
ENSG00000105556,2
ENSG00000105696,2
ENSG00000105767,2
ENSG00000105854,2
ENSG00000105976,2
ENSG00000106100,2
ENSG00000106333,2
ENSG00000106367,2
ENSG00000106443,2
ENSG00000106615,2
ENSG00000106789,2
ENSG00000106948,2
ENSG00000107372,2
ENSG00000107521,2
ENSG00000107537,2
ENSG00000107614,2
ENSG00000107731,2
ENSG00000107863,2
ENSG00000107957,2
ENSG00000107968,2
ENSG00000108264,2
ENSG00000108387,2
ENSG00000108523,2
ENSG00000108582,2
ENSG00000108788,2
ENSG00000108821,2
ENSG00000108829,2
ENSG00000108830,2
ENSG00000108984,2
ENSG00000109083,2
ENSG00000109107,2
ENSG00000109113,2
ENSG00000109184,2
ENSG00000109381,2
ENSG00000109436,2
ENSG00000109458,2
ENSG00000109501,2
ENSG00000109814,2
ENSG00000110218,2
ENSG00000110400,2
ENSG00000110696,2
ENSG00000110786,2
ENSG00000110844,2
ENSG00000110987,2
ENSG00000111052,2
ENSG00000111058,2
ENSG00000111145,2
ENSG00000111224,2
ENSG00000111319,2
ENSG00000111321,2
ENSG00000111653,2
ENSG00000111678,2
ENSG00000111696,2
ENSG00000111726,2
ENSG00000111785,2
ENSG00000111859,2
ENSG00000111907,2
ENSG00000112304,2
ENSG00000112367,2
ENSG00000112685,2
ENSG00000112759,2
ENSG00000112773,2
ENSG00000112941,2
ENSG00000113119,2
ENSG00000113312,2
ENSG00000113716,2
ENSG00000113742,2
ENSG00000114030,2
ENSG00000114125,2
ENSG00000114302,2
ENSG00000114450,2
ENSG00000114631,2
ENSG00000114737,2
ENSG00000114745,2
ENSG00000114805,2
ENSG00000114850,2
ENSG00000114948,2
ENSG00000114978,2
ENSG00000114999,2
ENSG00000115020,2
ENSG00000115084,2
ENSG00000115216,2
ENSG00000115271,2
ENSG00000115289,2
ENSG00000115425,2
ENSG00000115457,2
ENSG00000115468,2
ENSG00000115504,2
ENSG00000115694,2
ENSG00000115825,2
ENSG00000115828,2
ENSG00000115944,2
ENSG00000115947,2
ENSG00000116017,2
ENSG00000116141,2
ENSG00000116213,2
ENSG00000116273,2
ENSG00000116525,2
ENSG00000116731,2
ENSG00000116774,2
ENSG00000116852,2
ENSG00000116857,2
ENSG00000116991,2
ENSG00000117122,2
ENSG00000117143,2
ENSG00000117461,2
ENSG00000117525,2
ENSG00000117569,2
ENSG00000117614,2
ENSG00000117682,2
ENSG00000118292,2
ENSG00000118402,2
ENSG00000118507,2
ENSG00000118564,2
ENSG00000118762,2
ENSG00000118785,2
ENSG00000118898,2
ENSG00000119041,2
ENSG00000119048,2
ENSG00000119231,2
ENSG00000119318,2
ENSG00000119669,2
ENSG00000119772,2
ENSG00000119782,2
ENSG00000119888,2
ENSG00000119899,2
ENSG00000120314,2
ENSG00000120327,2
ENSG00000120519,2
ENSG00000120549,2
ENSG00000120688,2
ENSG00000120833,2
ENSG00000120837,2
ENSG00000120885,2
ENSG00000121390,2
ENSG00000121486,2
ENSG00000121653,2
ENSG00000121769,2
ENSG00000121879,2
ENSG00000122482,2
ENSG00000122565,2
ENSG00000122741,2
ENSG00000122986,2
ENSG00000123104,2
ENSG00000123106,2
ENSG00000123178,2
ENSG00000123395,2
ENSG00000123472,2
ENSG00000124067,2
ENSG00000124181,2
ENSG00000124225,2
ENSG00000124357,2
ENSG00000124422,2
ENSG00000124496,2
ENSG00000124508,2
ENSG00000124523,2
ENSG00000124613,2
ENSG00000124782,2
ENSG00000125351,2
ENSG00000125398,2
ENSG00000125457,2
ENSG00000125458,2
ENSG00000125695,2
ENSG00000125814,2
ENSG00000125875,2
ENSG00000126088,2
ENSG00000126107,2
ENSG00000126391,2
ENSG00000126767,2
ENSG00000126804,2
ENSG00000126903,2
ENSG00000127152,2
ENSG00000127220,2
ENSG00000127463,2
ENSG00000127483,2
ENSG00000127527,2
ENSG00000127955,2
ENSG00000128045,2
ENSG00000128274,2
ENSG00000128739,2
ENSG00000128829,2
ENSG00000128833,2
ENSG00000128928,2
ENSG00000129128,2
ENSG00000129473,2
ENSG00000129518,2
ENSG00000129521,2
ENSG00000129562,2
ENSG00000129596,2
ENSG00000129625,2
ENSG00000129991,2
ENSG00000130254,2
ENSG00000130309,2
ENSG00000130338,2
ENSG00000130382,2
ENSG00000130449,2
ENSG00000130545,2
ENSG00000130635,2
ENSG00000130724,2
ENSG00000130733,2
ENSG00000130770,2
ENSG00000131724,2
ENSG00000132017,2
ENSG00000132388,2
ENSG00000132463,2
ENSG00000132535,2
ENSG00000132635,2
ENSG00000132781,2
ENSG00000132964,2
ENSG00000133030,2
ENSG00000133083,2
ENSG00000133134,2
ENSG00000133142,2
ENSG00000133169,2
ENSG00000133193,2
ENSG00000133216,2
ENSG00000133275,2
ENSG00000133424,2
ENSG00000133636,2
ENSG00000133710,2
ENSG00000133739,2
ENSG00000134146,2
ENSG00000134152,2
ENSG00000134247,2
ENSG00000134253,2
ENSG00000134291,2
ENSG00000134317,2
ENSG00000134452,2
ENSG00000134504,2
ENSG00000134717,2
ENSG00000134775,2
ENSG00000134779,2
ENSG00000134780,2
ENSG00000134897,2
ENSG00000135069,2
ENSG00000135074,2
ENSG00000135083,2
ENSG00000135097,2
ENSG00000135119,2
ENSG00000135269,2
ENSG00000135272,2
ENSG00000135297,2
ENSG00000135424,2
ENSG00000135525,2
ENSG00000136026,2
ENSG00000136044,2
ENSG00000136059,2
ENSG00000136100,2
ENSG00000136143,2
ENSG00000136169,2
ENSG00000136319,2
ENSG00000136628,2
ENSG00000136710,2
ENSG00000136717,2
ENSG00000136813,2
ENSG00000137161,2
ENSG00000137185,2
ENSG00000137266,2
ENSG00000137267,2
ENSG00000137285,2
ENSG00000137393,2
ENSG00000137486,2
ENSG00000137500,2
ENSG00000137693,2
ENSG00000137710,2
ENSG00000137764,2
ENSG00000137776,2
ENSG00000137843,2
ENSG00000137868,2
ENSG00000138002,2
ENSG00000138085,2
ENSG00000138107,2
ENSG00000138162,2
ENSG00000138303,2
ENSG00000138434,2
ENSG00000138594,2
ENSG00000138613,2
ENSG00000138621,2
ENSG00000138670,2
ENSG00000138757,2
ENSG00000138758,2
ENSG00000138767,2
ENSG00000138768,2
ENSG00000138821,2
ENSG00000138867,2
ENSG00000139200,2
ENSG00000139211,2
ENSG00000139218,2
ENSG00000139289,2
ENSG00000139438,2
ENSG00000139505,2
ENSG00000139579,2
ENSG00000139624,2
ENSG00000139668,2
ENSG00000139737,2
ENSG00000139800,2
ENSG00000139835,2
ENSG00000139910,2
ENSG00000139974,2
ENSG00000139998,2
ENSG00000140326,2
ENSG00000140332,2
ENSG00000140382,2
ENSG00000140455,2
ENSG00000140463,2
ENSG00000140474,2
ENSG00000140479,2
ENSG00000140548,2
ENSG00000140577,2
ENSG00000140750,2
ENSG00000140836,2
ENSG00000140990,2
ENSG00000141198,2
ENSG00000141252,2
ENSG00000141349,2
ENSG00000141429,2
ENSG00000141540,2
ENSG00000141569,2
ENSG00000141682,2
ENSG00000141696,2
ENSG00000141720,2
ENSG00000141736,2
ENSG00000141738,2
ENSG00000141741,2
ENSG00000142227,2
ENSG00000142606,2
ENSG00000142765,2
ENSG00000143013,2
ENSG00000143190,2
ENSG00000143437,2
ENSG00000143486,2
ENSG00000143499,2
ENSG00000143578,2
ENSG00000143630,2
ENSG00000143761,2
ENSG00000143771,2
ENSG00000143842,2
ENSG00000143858,2
ENSG00000143878,2
ENSG00000143933,2
ENSG00000144233,2
ENSG00000144283,2
ENSG00000144320,2
ENSG00000144589,2
ENSG00000144645,2
ENSG00000144668,2
ENSG00000144712,2
ENSG00000144730,2
ENSG00000144824,2
ENSG00000144909,2
ENSG00000145022,2
ENSG00000145348,2
ENSG00000145431,2
ENSG00000145604,2
ENSG00000145626,2
ENSG00000145675,2
ENSG00000145687,2
ENSG00000145743,2
ENSG00000145832,2
ENSG00000145882,2
ENSG00000145911,2
ENSG00000145916,2
ENSG00000146232,2
ENSG00000146350,2
ENSG00000146416,2
ENSG00000146433,2
ENSG00000146535,2
ENSG00000146733,2
ENSG00000146828,2
ENSG00000146830,2
ENSG00000147164,2
ENSG00000147166,2
ENSG00000147596,2
ENSG00000147654,2
ENSG00000147853,2
ENSG00000147894,2
ENSG00000148291,2
ENSG00000148384,2
ENSG00000148600,2
ENSG00000148842,2
ENSG00000149084,2
ENSG00000149212,2
ENSG00000149260,2
ENSG00000149418,2
ENSG00000149541,2
ENSG00000149657,2
ENSG00000149782,2
ENSG00000150627,2
ENSG00000151151,2
ENSG00000151276,2
ENSG00000151468,2
ENSG00000151692,2
ENSG00000151743,2
ENSG00000152061,2
ENSG00000152102,2
ENSG00000152217,2
ENSG00000152256,2
ENSG00000152465,2
ENSG00000152492,2
ENSG00000152556,2
ENSG00000152767,2
ENSG00000152969,2
ENSG00000153179,2
ENSG00000153310,2
ENSG00000153443,2
ENSG00000153790,2
ENSG00000154124,2
ENSG00000154217,2
ENSG00000154229,2
ENSG00000154548,2
ENSG00000154640,2
ENSG00000154734,2
ENSG00000154760,2
ENSG00000154822,2
ENSG00000154889,2
ENSG00000154917,2
ENSG00000154928,2
ENSG00000155097,2
ENSG00000155130,2
ENSG00000155506,2
ENSG00000155629,2
ENSG00000155893,2
ENSG00000155906,2
ENSG00000155966,2
ENSG00000155980,2
ENSG00000156026,2
ENSG00000156030,2
ENSG00000156273,2
ENSG00000156298,2
ENSG00000156299,2
ENSG00000156475,2
ENSG00000156504,2
ENSG00000156650,2
ENSG00000156928,2
ENSG00000156973,2
ENSG00000157191,2
ENSG00000157193,2
ENSG00000157214,2
ENSG00000157306,2
ENSG00000157399,2
ENSG00000157426,2
ENSG00000157429,2
ENSG00000157570,2
ENSG00000157657,2
ENSG00000157985,2
ENSG00000158019,2
ENSG00000158079,2
ENSG00000158106,2
ENSG00000158161,2
ENSG00000158186,2
ENSG00000158457,2
ENSG00000158615,2
ENSG00000158715,2
ENSG00000158864,2
ENSG00000159079,2
ENSG00000159164,2
ENSG00000159176,2
ENSG00000159346,2
ENSG00000159753,2
ENSG00000159873,2
ENSG00000160223,2
ENSG00000160284,2
ENSG00000160613,2
ENSG00000160710,2
ENSG00000160753,2
ENSG00000160867,2
ENSG00000160991,2
ENSG00000161204,2
ENSG00000161265,2
ENSG00000161395,2
ENSG00000162069,2
ENSG00000162415,2
ENSG00000162434,2
ENSG00000162601,2
ENSG00000162639,2
ENSG00000162650,2
ENSG00000162687,2
ENSG00000162729,2
ENSG00000162924,2
ENSG00000162929,2
ENSG00000162946,2
ENSG00000163110,2
ENSG00000163297,2
ENSG00000163320,2
ENSG00000163344,2
ENSG00000163393,2
ENSG00000163412,2
ENSG00000163462,2
ENSG00000163508,2
ENSG00000163512,2
ENSG00000163541,2
ENSG00000163697,2
ENSG00000163704,2
ENSG00000163785,2
ENSG00000163820,2
ENSG00000163874,2
ENSG00000163902,2
ENSG00000163932,2
ENSG00000164062,2
ENSG00000164078,2
ENSG00000164142,2
ENSG00000164187,2
ENSG00000164294,2
ENSG00000164402,2
ENSG00000164465,2
ENSG00000164466,2
ENSG00000164484,2
ENSG00000164535,2
ENSG00000164620,2
ENSG00000164651,2
ENSG00000164695,2
ENSG00000164761,2
ENSG00000164815,2
ENSG00000164916,2
ENSG00000164941,2
ENSG00000164975,2
ENSG00000164985,2
ENSG00000165061,2
ENSG00000165359,2
ENSG00000165424,2
ENSG00000165516,2
ENSG00000165533,2
ENSG00000165548,2
ENSG00000165731,2
ENSG00000165821,2
ENSG00000165934,2
ENSG00000166025,2
ENSG00000166128,2
ENSG00000166130,2
ENSG00000166295,2
ENSG00000166405,2
ENSG00000166450,2
ENSG00000166479,2
ENSG00000166716,2
ENSG00000166780,2
ENSG00000166831,2
ENSG00000166855,2
ENSG00000166888,2
ENSG00000166896,2
ENSG00000166938,2
ENSG00000167106,2
ENSG00000167323,2
ENSG00000167333,2
ENSG00000167371,2
ENSG00000167380,2
ENSG00000167536,2
ENSG00000167554,2
ENSG00000167566,2
ENSG00000167601,2
ENSG00000167680,2
ENSG00000167703,2
ENSG00000167770,2
ENSG00000167925,2
ENSG00000167962,2
ENSG00000168002,2
ENSG00000168038,2
ENSG00000168214,2
ENSG00000168288,2
ENSG00000168517,2
ENSG00000168887,2
ENSG00000168904,2
ENSG00000168924,2
ENSG00000168936,2
ENSG00000169169,2
ENSG00000169188,2
ENSG00000169220,2
ENSG00000169330,2
ENSG00000169436,2
ENSG00000169446,2
ENSG00000169515,2
ENSG00000169710,2
ENSG00000169860,2
ENSG00000169871,2
ENSG00000169964,2
ENSG00000170085,2
ENSG00000170113,2
ENSG00000170145,2
ENSG00000170175,2
ENSG00000170185,2
ENSG00000170191,2
ENSG00000170348,2
ENSG00000170525,2
ENSG00000170579,2
ENSG00000170608,2
ENSG00000170734,2
ENSG00000170852,2
ENSG00000171159,2
ENSG00000171302,2
ENSG00000171634,2
ENSG00000171914,2
ENSG00000171951,2
ENSG00000172059,2
ENSG00000172273,2
ENSG00000172375,2
ENSG00000172466,2
ENSG00000172476,2
ENSG00000172493,2
ENSG00000172613,2
ENSG00000172819,2
ENSG00000172890,2
ENSG00000172986,2
ENSG00000173020,2
ENSG00000173068,2
ENSG00000173153,2
ENSG00000173218,2
ENSG00000173267,2
ENSG00000173406,2
ENSG00000173706,2
ENSG00000173890,2
ENSG00000173933,2
ENSG00000174276,2
ENSG00000174306,2
ENSG00000174460,2
ENSG00000174469,2
ENSG00000174672,2
ENSG00000174705,2
ENSG00000174839,2
ENSG00000175104,2
ENSG00000175283,2
ENSG00000175970,2
ENSG00000176049,2
ENSG00000176092,2
ENSG00000176155,2
ENSG00000176225,2
ENSG00000176371,2
ENSG00000176407,2
ENSG00000176463,2
ENSG00000176658,2
ENSG00000177082,2
ENSG00000177303,2
ENSG00000177380,2
ENSG00000177548,2
ENSG00000177707,2
ENSG00000177885,2
ENSG00000178053,2
ENSG00000178149,2
ENSG00000178184,2
ENSG00000178338,2
ENSG00000178764,2
ENSG00000179119,2
ENSG00000179218,2
ENSG00000179314,2
ENSG00000179387,2
ENSG00000179403,2
ENSG00000179456,2
ENSG00000179476,2
ENSG00000179715,2
ENSG00000179761,2
ENSG00000179918,2
ENSG00000180104,2
ENSG00000180182,2
ENSG00000180190,2
ENSG00000180694,2
ENSG00000181135,2
ENSG00000181449,2
ENSG00000181588,2
ENSG00000181744,2
ENSG00000181788,2
ENSG00000181790,2
ENSG00000181830,2
ENSG00000181982,2
ENSG00000182013,2
ENSG00000182134,2
ENSG00000182158,2
ENSG00000182185,2
ENSG00000182362,2
ENSG00000182379,2
ENSG00000182518,2
ENSG00000182704,2
ENSG00000182810,2
ENSG00000182827,2
ENSG00000182916,2
ENSG00000182919,2
ENSG00000182934,2
ENSG00000183098,2
ENSG00000183283,2
ENSG00000183337,2
ENSG00000183354,2
ENSG00000183386,2
ENSG00000183943,2
ENSG00000184056,2
ENSG00000184117,2
ENSG00000184677,2
ENSG00000184787,2
ENSG00000184867,2
ENSG00000185008,2
ENSG00000185033,2
ENSG00000185129,2
ENSG00000185453,2
ENSG00000185591,2
ENSG00000185630,2
ENSG00000185721,2
ENSG00000185825,2
ENSG00000186073,2
ENSG00000186310,2
ENSG00000186376,2
ENSG00000186448,2
ENSG00000186472,2
ENSG00000186522,2
ENSG00000186577,2
ENSG00000186635,2
ENSG00000186716,2
ENSG00000186792,2
ENSG00000186806,2
ENSG00000187079,2
ENSG00000187147,2
ENSG00000187244,2
ENSG00000187486,2
ENSG00000187735,2
ENSG00000187764,2
ENSG00000187838,2
ENSG00000188343,2
ENSG00000188735,2
ENSG00000188760,2
ENSG00000189046,2
ENSG00000189050,2
ENSG00000189067,2
ENSG00000189184,2
ENSG00000189241,2
ENSG00000196072,2
ENSG00000196150,2
ENSG00000196323,2
ENSG00000196405,2
ENSG00000196418,2
ENSG00000196453,2
ENSG00000196704,2
ENSG00000196812,2
ENSG00000196937,2
ENSG00000197024,2
ENSG00000197044,2
ENSG00000197157,2
ENSG00000197275,2
ENSG00000197321,2
ENSG00000197457,2
ENSG00000197535,2
ENSG00000197594,2
ENSG00000197601,2
ENSG00000197696,2
ENSG00000197774,2
ENSG00000197956,2
ENSG00000197965,2
ENSG00000198055,2
ENSG00000198060,2
ENSG00000198087,2
ENSG00000198089,2
ENSG00000198108,2
ENSG00000198189,2
ENSG00000198324,2
ENSG00000198382,2
ENSG00000198440,2
ENSG00000198467,2
ENSG00000198478,2
ENSG00000198780,2
ENSG00000198795,2
ENSG00000198856,2
ENSG00000198860,2
ENSG00000198945,2
ENSG00000198947,2
ENSG00000198948,2
ENSG00000204438,2
ENSG00000204463,2
ENSG00000204536,2
ENSG00000204569,2
ENSG00000204619,2
ENSG00000204681,2
ENSG00000205133,2
ENSG00000205189,2
ENSG00000205302,2
ENSG00000205517,2
ENSG00000206557,2
ENSG00000206560,2
ENSG00000207547,2
ENSG00000212694,2
ENSG00000213337,2
ENSG00000213588,2
ENSG00000214022,2
ENSG00000214046,2
ENSG00000217128,2
ENSG00000219626,2
ENSG00000223547,2
ENSG00000224531,2
ENSG00000227220,2
ENSG00000230551,2
ENSG00000231918,2
ENSG00000235106,2
ENSG00000236287,2
ENSG00000240184,2
ENSG00000240553,2
ENSG00000240849,2
ENSG00000241685,2
ENSG00000241697,2
ENSG00000241878,2
ENSG00000242110,2
ENSG00000244486,2
ENSG00000246705,2
ENSG00000249859,2
ENSG00000250103,2
ENSG00000250588,2
ENSG00000253861,2
ENSG00000254198,2
ENSG00000254726,2
ENSG00000255666,2
ENSG00000255794,2
ENSG00000255949,2
ENSG00000257034,2
ENSG00000257096,2
ENSG00000257923,2
ENSG00000007047,3
ENSG00000007866,3
ENSG00000013810,3
ENSG00000014138,3
ENSG00000019995,3
ENSG00000034063,3
ENSG00000035403,3
ENSG00000049541,3
ENSG00000051180,3
ENSG00000051341,3
ENSG00000058063,3
ENSG00000063244,3
ENSG00000066279,3
ENSG00000066933,3
ENSG00000067248,3
ENSG00000069667,3
ENSG00000072110,3
ENSG00000074181,3
ENSG00000076201,3
ENSG00000076382,3
ENSG00000077312,3
ENSG00000080839,3
ENSG00000083223,3
ENSG00000087338,3
ENSG00000088247,3
ENSG00000088325,3
ENSG00000089685,3
ENSG00000090889,3
ENSG00000092853,3
ENSG00000093009,3
ENSG00000094804,3
ENSG00000095951,3
ENSG00000099256,3
ENSG00000099625,3
ENSG00000099783,3
ENSG00000099917,3
ENSG00000100028,3
ENSG00000100241,3
ENSG00000100271,3
ENSG00000100284,3
ENSG00000100401,3
ENSG00000101337,3
ENSG00000101447,3
ENSG00000102317,3
ENSG00000103274,3
ENSG00000104856,3
ENSG00000105835,3
ENSG00000105948,3
ENSG00000106052,3
ENSG00000106123,3
ENSG00000106460,3
ENSG00000106479,3
ENSG00000106624,3
ENSG00000108389,3
ENSG00000109674,3
ENSG00000110200,3
ENSG00000110958,3
ENSG00000111206,3
ENSG00000111328,3
ENSG00000111665,3
ENSG00000112029,3
ENSG00000112312,3
ENSG00000112406,3
ENSG00000114107,3
ENSG00000114346,3
ENSG00000115091,3
ENSG00000115350,3
ENSG00000115415,3
ENSG00000116161,3
ENSG00000116260,3
ENSG00000117399,3
ENSG00000117724,3
ENSG00000118193,3
ENSG00000119688,3
ENSG00000120738,3
ENSG00000120802,3
ENSG00000120925,3
ENSG00000121989,3
ENSG00000122140,3
ENSG00000122687,3
ENSG00000122966,3
ENSG00000123485,3
ENSG00000125835,3
ENSG00000126016,3
ENSG00000126457,3
ENSG00000126787,3
ENSG00000127419,3
ENSG00000127481,3
ENSG00000127564,3
ENSG00000127603,3
ENSG00000128944,3
ENSG00000129810,3
ENSG00000130158,3
ENSG00000130176,3
ENSG00000130758,3
ENSG00000130958,3
ENSG00000131351,3
ENSG00000131558,3
ENSG00000131747,3
ENSG00000131848,3
ENSG00000135047,3
ENSG00000135451,3
ENSG00000135476,3
ENSG00000135838,3
ENSG00000136527,3
ENSG00000136878,3
ENSG00000137802,3
ENSG00000137807,3
ENSG00000137831,3
ENSG00000138036,3
ENSG00000138160,3
ENSG00000138279,3
ENSG00000138834,3
ENSG00000139372,3
ENSG00000139618,3
ENSG00000139874,3
ENSG00000140451,3
ENSG00000141367,3
ENSG00000141499,3
ENSG00000142002,3
ENSG00000142945,3
ENSG00000142949,3
ENSG00000143621,3
ENSG00000144554,3
ENSG00000146094,3
ENSG00000146576,3
ENSG00000146776,3
ENSG00000148219,3
ENSG00000149289,3
ENSG00000149503,3
ENSG00000149548,3
ENSG00000149577,3
ENSG00000149929,3
ENSG00000151445,3
ENSG00000151725,3
ENSG00000151779,3
ENSG00000153107,3
ENSG00000154781,3
ENSG00000156853,3
ENSG00000157456,3
ENSG00000157833,3
ENSG00000157978,3
ENSG00000158402,3
ENSG00000158717,3
ENSG00000159063,3
ENSG00000159259,3
ENSG00000159840,3
ENSG00000160298,3
ENSG00000160796,3
ENSG00000161692,3
ENSG00000161888,3
ENSG00000162062,3
ENSG00000162063,3
ENSG00000162775,3
ENSG00000163166,3
ENSG00000163535,3
ENSG00000164087,3
ENSG00000164611,3
ENSG00000166398,3
ENSG00000166455,3
ENSG00000166803,3
ENSG00000166851,3
ENSG00000167461,3
ENSG00000167513,3
ENSG00000168000,3
ENSG00000168389,3
ENSG00000168393,3
ENSG00000168528,3
ENSG00000169118,3
ENSG00000169607,3
ENSG00000170312,3
ENSG00000170430,3
ENSG00000170522,3
ENSG00000171174,3
ENSG00000171206,3
ENSG00000171241,3
ENSG00000171649,3
ENSG00000172167,3
ENSG00000173207,3
ENSG00000173705,3
ENSG00000173715,3
ENSG00000173757,3
ENSG00000174938,3
ENSG00000175087,3
ENSG00000175279,3
ENSG00000175832,3
ENSG00000177051,3
ENSG00000177125,3
ENSG00000177602,3
ENSG00000178971,3
ENSG00000178999,3
ENSG00000179364,3
ENSG00000183475,3
ENSG00000183684,3
ENSG00000184661,3
ENSG00000185437,3
ENSG00000186185,3
ENSG00000186532,3
ENSG00000187123,3
ENSG00000188177,3
ENSG00000188529,3
ENSG00000197746,3
ENSG00000197969,3
ENSG00000198039,3
ENSG00000198331,3
ENSG00000198830,3
ENSG00000198917,3
ENSG00000202477,3
ENSG00000203760,3
ENSG00000204842,3
ENSG00000213024,3
ENSG00000213614,3
ENSG00000213638,3
ENSG00000214021,3
ENSG00000224287,3
ENSG00000231607,3
ENSG00000253174,3
ENSG00000257365,3
ENSG00000258017,3
ENSG00000005249,4
ENSG00000006016,4
ENSG00000007384,4
ENSG00000011405,4
ENSG00000011478,4
ENSG00000012211,4
ENSG00000017483,4
ENSG00000018189,4
ENSG00000022567,4
ENSG00000033030,4
ENSG00000048052,4
ENSG00000050555,4
ENSG00000065320,4
ENSG00000067992,4
ENSG00000072786,4
ENSG00000077274,4
ENSG00000079156,4
ENSG00000079999,4
ENSG00000082014,4
ENSG00000082397,4
ENSG00000082996,4
ENSG00000084093,4
ENSG00000084636,4
ENSG00000088899,4
ENSG00000089486,4
ENSG00000091136,4
ENSG00000092964,4
ENSG00000096093,4
ENSG00000096696,4
ENSG00000100604,4
ENSG00000100644,4
ENSG00000101187,4
ENSG00000101665,4
ENSG00000102230,4
ENSG00000102921,4
ENSG00000103460,4
ENSG00000104267,4
ENSG00000106299,4
ENSG00000106348,4
ENSG00000108292,4
ENSG00000108799,4
ENSG00000109255,4
ENSG00000109881,4
ENSG00000110429,4
ENSG00000110801,4
ENSG00000110921,4
ENSG00000111911,4
ENSG00000113407,4
ENSG00000114812,4
ENSG00000115138,4
ENSG00000115486,4
ENSG00000116133,4
ENSG00000116396,4
ENSG00000116962,4
ENSG00000117266,4
